id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,color,quality,date_added
1982,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,white,slightly dissatisfied,2023-08-21
1983,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,white,slightly satisfied,2022-07-25
1984,8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,white,slightly dissatisfied,2023-07-13
1985,7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,red,moderately dissatisfied,2022-07-29
1986,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,red,neutral,2023-08-26
1987,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,red,neutral,2024-06-29
1988,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,white,slightly dissatisfied,2024-03-20
1989,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,red,neutral,2024-01-03
1990,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,white,slightly satisfied,2024-01-16
1991,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,white,neutral,2024-02-25
1992,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,white,moderately satisfied,2024-02-23
1993,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,white,neutral,2024-03-06
1994,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,white,slightly dissatisfied,2023-05-09
1995,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,white,slightly dissatisfied,2023-03-31
1996,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,white,neutral,2024-05-09
1997,7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,red,neutral,2022-08-30
1998,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,white,neutral,2023-10-28
1999,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,red,slightly dissatisfied,2023-04-18
2000,7.2,0.64,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,red,slightly dissatisfied,2024-07-08
2001,7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,red,slightly satisfied,2023-11-05
2002,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,white,slightly dissatisfied,2023-05-03
2003,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,white,moderately dissatisfied,2022-09-20
2004,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,white,slightly dissatisfied,2023-05-20
2005,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,white,slightly dissatisfied,2024-04-21
2006,8.9,0.88,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,red,slightly dissatisfied,2024-06-17
2007,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,white,neutral,2024-03-27
2008,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,white,slightly dissatisfied,2024-08-18
2009,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,white,slightly dissatisfied,2022-07-01
2010,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,white,neutral,2024-04-04
2011,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,white,neutral,2022-05-30
2012,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,white,slightly dissatisfied,2024-02-01
2013,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,white,slightly dissatisfied,2024-12-09
2014,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,red,slightly dissatisfied,2023-09-13
2015,7.9,0.77,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,red,neutral,2024-06-30
2016,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,white,slightly dissatisfied,2023-04-01
2017,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,white,neutral,2023-04-05
2018,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,red,slightly dissatisfied,2022-06-02
2019,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,white,neutral,2024-06-02
2020,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,red,slightly dissatisfied,2022-07-01
2021,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,white,neutral,2022-06-27
2022,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,white,neutral,2024-07-21
2023,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,white,slightly satisfied,2024-07-03
2024,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,white,slightly dissatisfied,2023-12-06
2025,8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,red,neutral,2024-11-26
2026,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,white,slightly dissatisfied,2024-09-06
2027,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,white,slightly dissatisfied,2023-04-20
2028,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,white,slightly satisfied,2024-12-06
2029,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,red,slightly dissatisfied,2024-09-21
2030,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,white,slightly satisfied,2022-02-27
2031,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,white,neutral,2023-04-16
2032,6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,white,slightly satisfied,2022-03-06
2033,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,red,neutral,2024-05-01
2034,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,white,moderately dissatisfied,2023-07-20
2035,10.2,0.65,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,red,neutral,2022-04-28
2036,6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,white,neutral,2024-08-04
2037,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,white,moderately satisfied,2024-10-24
2038,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,red,neutral,2024-10-26
2039,7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,white,slightly dissatisfied,2024-02-11
2040,6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,white,moderately satisfied,2024-09-20
2041,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,white,neutral,2023-11-02
2042,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,white,slightly dissatisfied,2024-04-25
2043,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,white,slightly dissatisfied,2023-07-20
2044,7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,white,slightly satisfied,2024-01-15
2045,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,white,slightly dissatisfied,2024-10-12
2046,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,white,neutral,2022-10-02
2047,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,white,slightly dissatisfied,2023-05-08
2048,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,red,slightly dissatisfied,2023-04-12
2049,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,white,slightly satisfied,2024-09-08
2050,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,white,neutral,2023-05-05
2051,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,white,slightly satisfied,2023-03-25
2052,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,white,moderately satisfied,2023-01-27
2053,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,red,neutral,2024-06-09
2054,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,white,neutral,2022-05-17
2055,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,white,slightly satisfied,2022-11-03
2056,8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,red,neutral,2023-03-17
2057,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,white,slightly satisfied,2022-04-27
2058,7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,white,neutral,2024-05-31
2059,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,white,neutral,2024-01-14
2060,7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,red,moderately satisfied,2024-05-30
2061,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,red,moderately dissatisfied,2024-04-11
2062,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,white,slightly dissatisfied,2022-02-19
2063,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,white,slightly satisfied,2023-02-27
2064,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,white,slightly dissatisfied,2024-10-20
2065,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,white,slightly dissatisfied,2023-06-22
2066,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,red,slightly satisfied,2023-07-25
2067,6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,white,neutral,2024-11-01
2068,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,white,slightly dissatisfied,2024-08-28
2069,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,white,neutral,2023-09-12
2070,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,white,slightly satisfied,2022-12-12
2071,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,white,neutral,2022-05-13
2072,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,red,slightly dissatisfied,2023-09-23
2073,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,white,slightly satisfied,2023-04-23
2074,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,white,slightly satisfied,2022-10-09
2075,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,white,slightly dissatisfied,2022-11-04
2076,7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,white,moderately satisfied,2022-08-20
2077,8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,red,slightly satisfied,2022-09-23
2078,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,white,slightly satisfied,2022-04-09
2079,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,white,slightly satisfied,2023-12-20
2080,9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,white,slightly dissatisfied,2023-02-04
2081,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,white,slightly dissatisfied,2022-08-29
2082,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,white,slightly dissatisfied,2024-04-12
2083,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,white,neutral,2024-03-17
2084,6.2,0.36,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,white,neutral,2024-01-21
2085,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,red,slightly satisfied,2022-12-05
2086,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,white,neutral,2023-10-18
2087,6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,white,slightly dissatisfied,2022-03-11
2088,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,white,neutral,2024-01-14
2089,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,white,neutral,2023-01-09
2090,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,red,slightly dissatisfied,2023-08-05
2091,8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,red,neutral,2024-08-29
2092,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,white,slightly satisfied,2023-12-09
2093,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,white,slightly satisfied,2024-12-09
2094,7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,white,neutral,2024-11-21
2095,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,red,slightly dissatisfied,2023-09-24
2096,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,white,slightly dissatisfied,2022-02-27
2097,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,white,slightly dissatisfied,2024-11-28
2098,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,red,neutral,2023-02-20
2099,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,white,slightly dissatisfied,2024-03-21
2100,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,white,neutral,2023-08-25
2101,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,white,neutral,2024-04-22
2102,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,white,neutral,2022-01-20
2103,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,white,slightly dissatisfied,2023-11-20
2104,10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,red,neutral,2022-11-07
2105,5.6,0.18,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,white,neutral,2023-01-07
2106,7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,red,neutral,2023-07-26
2107,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,white,slightly dissatisfied,2023-07-28
2108,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,white,slightly satisfied,2023-11-25
2109,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,white,neutral,2022-03-09
2110,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,white,slightly satisfied,2023-05-23
2111,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,white,slightly satisfied,2022-09-10
2112,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,white,neutral,2022-02-11
2113,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,white,neutral,2022-07-28
2114,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,white,slightly dissatisfied,2022-01-31
2115,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,white,neutral,2022-10-08
2116,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,white,moderately satisfied,2024-09-07
2117,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,white,neutral,2023-05-19
2118,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,white,slightly dissatisfied,2024-04-05
2119,8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,white,moderately dissatisfied,2022-08-08
2120,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,white,slightly dissatisfied,2022-08-04
2121,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,white,neutral,2023-08-16
2122,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,white,slightly dissatisfied,2024-04-25
2123,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,white,slightly satisfied,2023-09-30
2124,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,red,slightly dissatisfied,2023-04-08
2125,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,white,neutral,2022-09-27
2126,6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,white,moderately dissatisfied,2022-09-03
2127,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,white,neutral,2023-01-16
2128,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,white,slightly dissatisfied,2023-01-27
2129,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,red,slightly dissatisfied,2023-03-03
2130,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,red,slightly dissatisfied,2023-01-19
2131,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,red,neutral,2023-03-14
2132,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,white,moderately dissatisfied,2023-01-14
2133,6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,white,neutral,2023-06-26
2134,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,white,slightly dissatisfied,2024-10-16
2135,6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,white,slightly dissatisfied,2024-08-01
2136,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,white,slightly dissatisfied,2024-07-30
2137,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,white,slightly dissatisfied,2023-11-12
2138,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,white,slightly dissatisfied,2022-04-26
2139,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,white,neutral,2022-02-24
2140,11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,red,slightly dissatisfied,2022-08-09
2141,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,red,slightly satisfied,2023-03-10
2142,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,white,slightly satisfied,2024-02-29
2143,5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,white,moderately satisfied,2023-05-10
2144,6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,white,neutral,2022-11-15
2145,7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,red,slightly dissatisfied,2022-02-09
2146,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,red,slightly dissatisfied,2024-03-23
2147,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,white,slightly dissatisfied,2022-09-06
2148,7.4,0.19,0.3,12.8,0.053,49,229,0.9986,3.14,0.49,9.1,white,slightly satisfied,2022-08-27
2149,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,white,neutral,2023-10-13
2150,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,white,slightly satisfied,2024-08-06
2151,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,white,slightly dissatisfied,2024-01-29
2152,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,white,slightly dissatisfied,2023-05-27
2153,10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,red,neutral,2024-04-04
2154,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,white,slightly dissatisfied,2024-11-26
2155,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,red,slightly dissatisfied,2022-03-01
2156,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,white,neutral,2023-07-16
2157,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,white,slightly dissatisfied,2024-07-12
2158,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,white,slightly dissatisfied,2022-09-29
2159,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,white,neutral,2024-01-04
2160,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,white,slightly dissatisfied,2023-03-11
2224,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,white,slightly dissatisfied,2022-05-16
2161,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,white,slightly dissatisfied,2023-05-26
2162,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,white,neutral,2024-05-31
2163,5.8,0.4,0.42,4.4,0.047,39,245,0.9937,3.25,0.57,9.6,white,neutral,2024-11-05
2164,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,white,neutral,2023-06-01
2165,7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,white,moderately dissatisfied,2024-01-30
2166,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,white,slightly satisfied,2023-11-05
2167,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,white,slightly dissatisfied,2022-09-09
2168,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,white,slightly dissatisfied,2023-10-25
2169,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,white,neutral,2024-05-16
2170,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,white,neutral,2024-05-06
2171,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,white,neutral,2022-12-18
2172,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,white,neutral,2024-03-10
2173,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,white,neutral,2024-11-08
2174,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,red,neutral,2022-04-16
2175,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,white,slightly dissatisfied,2023-12-14
2176,6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,red,moderately dissatisfied,2022-03-31
2177,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,white,slightly dissatisfied,2023-11-05
2178,6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,white,neutral,2023-01-19
2179,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,white,slightly dissatisfied,2022-09-30
2180,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,white,moderately dissatisfied,2023-05-05
2181,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,white,slightly dissatisfied,2024-10-09
2182,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,white,neutral,2022-06-29
2183,5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,red,slightly dissatisfied,2024-08-22
2184,5.4,0.84,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,red,slightly satisfied,2023-10-11
2185,6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,white,neutral,2024-06-05
2186,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,white,neutral,2023-07-04
2187,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,red,moderately satisfied,2022-08-09
2188,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,white,slightly dissatisfied,2024-09-13
2189,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,white,neutral,2024-03-08
2190,9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,white,neutral,2023-08-19
2191,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,white,slightly dissatisfied,2024-12-05
2192,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,red,slightly satisfied,2022-04-06
2193,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,white,neutral,2024-04-02
2194,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,white,slightly satisfied,2022-05-21
2195,6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,white,moderately dissatisfied,2022-03-12
2196,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,white,neutral,2022-10-20
2197,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,white,moderately dissatisfied,2022-03-20
2198,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,white,neutral,2024-10-26
2199,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,white,slightly dissatisfied,2022-11-10
2200,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,white,slightly satisfied,2022-02-03
2201,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,white,slightly dissatisfied,2022-12-11
2202,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,white,slightly satisfied,2024-06-13
2203,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,white,slightly dissatisfied,2024-02-22
2204,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,white,neutral,2024-01-19
2205,5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,white,slightly dissatisfied,2022-03-15
2206,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,white,neutral,2022-09-13
2207,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,white,neutral,2024-09-30
2208,7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,white,moderately satisfied,2023-12-11
2209,6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,white,slightly dissatisfied,2024-11-27
2210,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,white,slightly dissatisfied,2024-06-28
2211,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,red,neutral,2022-12-02
2212,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,red,neutral,2022-11-30
2213,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,white,neutral,2023-02-21
